disponibilidade_id,colaborador_id,data,turno_id,disponivel,tipo_disponibilidade,horas_disponiveis,motivo_indisponibilidade,tipo_indisponibilidade,comunicado_em,horas_antecedencia,ativo
D3491,C004,2025-03-10,T2,1,Total,8,,,,,1
D3492,C004,2025-03-10,T3,1,Total,9,,,,,1
D3493,C004,2025-03-11,T1,1,Total,7,,,,,1
D3494,C004,2025-03-11,T2,1,Total,8,,,,,1
D3495,C004,2025-03-11,T3,1,Total,9,,,,,1
D3496,C004,2025-03-12,T1,1,Total,7,,,,,1
D3497,C004,2025-03-12,T2,1,Total,8,,,,,1
D3498,C004,2025-03-12,T3,1,Total,9,,,,,1
D3499,C004,2025-03-13,T1,1,Total,7,,,,,1
D3500,C004,2025-03-13,T2,1,Total,8,,,,,1
D3501,C004,2025-03-13,T3,1,Total,9,,,,,1
D3502,C004,2025-03-14,T1,1,Total,7,,,,,1
D3503,C004,2025-03-14,T2,1,Total,8,,,,,1
D3504,C004,2025-03-14,T3,1,Total,9,,,,,1
D3505,C004,2025-03-15,T1,1,Total,7,,,,,1
D3506,C004,2025-03-15,T2,1,Total,8,,,,,1
D3507,C004,2025-03-15,T3,1,Total,9,,,,,1
D3508,C004,2025-03-16,T1,1,Total,7,,,,,1
D3509,C004,2025-03-16,T2,1,Total,8,,,,,1
D3510,C004,2025-03-16,T3,1,Total,9,,,,,1
D3511,C004,2025-03-17,T1,1,Total,7,,,,,1
D3512,C004,2025-03-17,T2,1,Total,8,,,,,1
D3513,C004,2025-03-17,T3,1,Parcial,4,formação,planeada,2025-03-16 22:24,23.6,1
D3514,C004,2025-03-18,T1,1,Total,7,,,,,1
D3515,C004,2025-03-18,T2,1,Total,8,,,,,1
D3516,C004,2025-03-18,T3,1,Parcial,4,formação,planeada,2025-03-17 20:48,25.2,1
D3517,C004,2025-03-19,T1,1,Total,7,,,,,1
D3518,C004,2025-03-19,T2,1,Total,8,,,,,1
D3519,C004,2025-03-19,T3,1,Total,9,,,,,1
D3520,C004,2025-03-20,T1,1,Parcial,4,consulta_medica,planeada,2025-03-18 02:54,52.1,1
D3521,C004,2025-03-20,T2,1,Total,8,,,,,1
D3522,C004,2025-03-20,T3,1,Total,9,,,,,1
D3523,C004,2025-03-21,T1,1,Total,7,,,,,1
D3524,C004,2025-03-21,T2,1,Total,8,,,,,1
D3525,C004,2025-03-21,T3,1,Total,9,,,,,1
D3526,C004,2025-03-22,T1,1,Total,7,,,,,1
D3527,C004,2025-03-22,T2,1,Total,8,,,,,1
D3528,C004,2025-03-22,T3,1,Total,9,,,,,1
D3529,C004,2025-03-23,T1,1,Total,7,,,,,1
D3530,C004,2025-03-23,T2,0,Indisponível,0,baixa,inesperada,2025-03-23 03:00,11.0,1
D3531,C004,2025-03-23,T3,1,Total,9,,,,,1
D3532,C004,2025-03-24,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-03-23 10:36,20.4,1
D3533,C004,2025-03-24,T2,1,Total,8,,,,,1
D3534,C004,2025-03-24,T3,1,Parcial,4,consulta_medica,planeada,2025-03-16 10:42,203.3,1
D3535,C004,2025-03-25,T1,1,Total,7,,,,,1
D3536,C004,2025-03-25,T2,1,Total,8,,,,,1
D3537,C004,2025-03-25,T3,1,Parcial,4,formação,planeada,2025-03-19 06:54,159.1,1
D3538,C004,2025-03-26,T1,1,Total,7,,,,,1
D3539,C004,2025-03-26,T2,0,Indisponível,0,preferencia_pessoal,planeada,2025-03-06 17:24,476.6,1
D3540,C004,2025-03-26,T3,1,Total,9,,,,,1
D3541,C004,2025-03-27,T1,1,Total,7,,,,,1
D3542,C004,2025-03-27,T2,1,Total,8,,,,,1
D3543,C004,2025-03-27,T3,1,Total,9,,,,,1
D3544,C004,2025-03-28,T1,1,Total,7,,,,,1
D3545,C004,2025-03-28,T2,1,Total,8,,,,,1
D3546,C004,2025-03-28,T3,1,Total,9,,,,,1
D3547,C004,2025-03-29,T1,0,Indisponível,0,formação,planeada,2025-03-19 06:12,240.8,1
D3548,C004,2025-03-29,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-03-21 16:42,189.3,1
D3549,C004,2025-03-29,T3,1,Total,9,,,,,1
D3550,C004,2025-03-30,T1,1,Total,7,,,,,1
D3551,C004,2025-03-30,T2,1,Total,8,,,,,1
D3552,C004,2025-03-30,T3,1,Total,9,,,,,1
D3553,C004,2025-03-31,T1,1,Total,7,,,,,1
D3554,C004,2025-03-31,T2,1,Parcial,4,formação,planeada,2025-03-28 21:12,64.8,1
D3555,C004,2025-03-31,T3,1,Total,9,,,,,1
D3556,C004,2025-04-01,T1,1,Total,7,,,,,1
D3557,C004,2025-04-01,T2,1,Total,8,,,,,1
D3558,C004,2025-04-01,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-03-21 14:24,271.6,1
D3559,C004,2025-04-02,T1,1,Total,7,,,,,1
D3560,C004,2025-04-02,T2,1,Total,8,,,,,1
D3561,C004,2025-04-02,T3,1,Total,9,,,,,1
D3562,C004,2025-04-03,T1,1,Total,7,,,,,1
D3563,C004,2025-04-03,T2,1,Total,8,,,,,1
D3564,C004,2025-04-03,T3,1,Total,9,,,,,1
D3565,C004,2025-04-04,T1,1,Total,7,,,,,1
D3566,C004,2025-04-04,T2,1,Total,8,,,,,1
D3567,C004,2025-04-04,T3,1,Total,9,,,,,1
D3568,C004,2025-04-05,T1,1,Total,7,,,,,1
D3569,C004,2025-04-05,T2,1,Total,8,,,,,1
D3570,C004,2025-04-05,T3,1,Total,9,,,,,1
D3571,C004,2025-04-06,T1,1,Total,7,,,,,1
D3572,C004,2025-04-06,T2,1,Total,8,,,,,1
D3573,C004,2025-04-06,T3,1,Total,9,,,,,1
D3574,C004,2025-04-07,T1,1,Total,7,,,,,1
D3575,C004,2025-04-07,T2,1,Total,8,,,,,1
D3576,C004,2025-04-07,T3,0,Indisponível,0,férias,planeada,2025-03-24 17:48,340.2,1
D3577,C004,2025-04-08,T1,1,Total,7,,,,,1
D3578,C004,2025-04-08,T2,1,Total,8,,,,,1
D3579,C004,2025-04-08,T3,1,Total,9,,,,,1
D3580,C004,2025-04-09,T1,1,Total,7,,,,,1
D3581,C004,2025-04-09,T2,1,Total,8,,,,,1
D3582,C004,2025-04-09,T3,1,Total,9,,,,,1
D3583,C004,2025-04-10,T1,1,Total,7,,,,,1
D3584,C004,2025-04-10,T2,1,Total,8,,,,,1
D3585,C004,2025-04-10,T3,1,Total,9,,,,,1
D3586,C004,2025-04-11,T1,1,Total,7,,,,,1
D3587,C004,2025-04-11,T2,1,Total,8,,,,,1
D3588,C004,2025-04-11,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-03-31 01:18,284.7,1
D3589,C004,2025-04-12,T1,1,Total,7,,,,,1
D3590,C004,2025-04-12,T2,1,Total,8,,,,,1
D3591,C004,2025-04-12,T3,1,Total,9,,,,,1
D3592,C004,2025-04-13,T1,1,Total,7,,,,,1
D3593,C004,2025-04-13,T2,1,Total,8,,,,,1
D3594,C004,2025-04-13,T3,1,Total,9,,,,,1
D3595,C004,2025-04-14,T1,1,Total,7,,,,,1
D3596,C004,2025-04-14,T2,1,Total,8,,,,,1
D3597,C004,2025-04-14,T3,1,Total,9,,,,,1
D3598,C004,2025-04-15,T1,1,Total,7,,,,,1
D3599,C004,2025-04-15,T2,1,Total,8,,,,,1
D3600,C004,2025-04-15,T3,1,Total,9,,,,,1
D3601,C004,2025-04-16,T1,1,Total,7,,,,,1
D3602,C004,2025-04-16,T2,0,Indisponível,0,consulta_medica,planeada,2025-03-23 21:24,568.6,1
D3603,C004,2025-04-16,T3,1,Total,9,,,,,1
D3604,C004,2025-04-17,T1,0,Indisponível,0,férias,planeada,2025-03-27 00:18,510.7,1
D3605,C004,2025-04-17,T2,1,Total,8,,,,,1
D3606,C004,2025-04-17,T3,1,Total,9,,,,,1
D3607,C004,2025-04-18,T1,1,Total,7,,,,,1
D3608,C004,2025-04-18,T2,1,Total,8,,,,,1
D3609,C004,2025-04-18,T3,1,Total,9,,,,,1
D3610,C004,2025-04-19,T1,1,Total,7,,,,,1
D3611,C004,2025-04-19,T2,1,Total,8,,,,,1
D3612,C004,2025-04-19,T3,1,Total,9,,,,,1
D3613,C004,2025-04-20,T1,1,Total,7,,,,,1
D3614,C004,2025-04-20,T2,1,Parcial,4,consulta_medica,planeada,2025-04-08 07:36,294.4,1
D3615,C004,2025-04-20,T3,1,Total,9,,,,,1
D3616,C004,2025-04-21,T1,0,Indisponível,0,férias,planeada,2025-04-20 09:36,21.4,1
D3617,C004,2025-04-21,T2,1,Total,8,,,,,1
D3618,C004,2025-04-21,T3,1,Total,9,,,,,1
D3619,C004,2025-04-22,T1,1,Total,7,,,,,1
D3620,C004,2025-04-22,T2,1,Total,8,,,,,1
D3621,C004,2025-04-22,T3,1,Total,9,,,,,1
D3622,C004,2025-04-23,T1,1,Total,7,,,,,1
D3623,C004,2025-04-23,T2,1,Total,8,,,,,1
D3624,C004,2025-04-23,T3,1,Total,9,,,,,1
D3625,C004,2025-04-24,T1,1,Total,7,,,,,1
D3626,C004,2025-04-24,T2,1,Total,8,,,,,1
D3627,C004,2025-04-24,T3,1,Total,9,,,,,1
D3628,C004,2025-04-25,T1,1,Total,7,,,,,1
D3629,C004,2025-04-25,T2,1,Total,8,,,,,1
D3630,C004,2025-04-25,T3,1,Parcial,4,consulta_medica,planeada,2025-04-25 05:30,16.5,1
D3631,C004,2025-04-26,T1,1,Total,7,,,,,1
D3632,C004,2025-04-26,T2,1,Total,8,,,,,1
D3633,C004,2025-04-26,T3,1,Total,9,,,,,1
D3634,C004,2025-04-27,T1,0,Indisponível,0,consulta_medica,inesperada,2025-04-27 03:42,3.3,1
D3635,C004,2025-04-27,T2,1,Total,8,,,,,1
D3636,C004,2025-04-27,T3,1,Total,9,,,,,1
D3637,C004,2025-04-28,T1,1,Parcial,4,formação,planeada,2025-04-25 19:00,60.0,1
D3638,C004,2025-04-28,T2,0,Indisponível,0,folga,planeada,2025-04-23 14:06,119.9,1
D3639,C004,2025-04-28,T3,1,Total,9,,,,,1
D3640,C004,2025-04-29,T1,1,Total,7,,,,,1
D3641,C004,2025-04-29,T2,1,Total,8,,,,,1
D3642,C004,2025-04-29,T3,1,Total,9,,,,,1
D3643,C004,2025-04-30,T1,1,Total,7,,,,,1
D3644,C004,2025-04-30,T2,1,Total,8,,,,,1
D3645,C004,2025-04-30,T3,1,Total,9,,,,,1
D3646,C004,2025-05-01,T1,1,Total,7,,,,,1
D3647,C004,2025-05-01,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-04-29 16:42,45.3,1
D3648,C004,2025-05-01,T3,1,Total,9,,,,,1
D3649,C004,2025-05-02,T1,1,Total,7,,,,,1
D3650,C004,2025-05-02,T2,1,Total,8,,,,,1
D3651,C004,2025-05-02,T3,1,Total,9,,,,,1
D3652,C004,2025-05-03,T1,1,Total,7,,,,,1
D3653,C004,2025-05-03,T2,1,Total,8,,,,,1
D3654,C004,2025-05-03,T3,0,Indisponível,0,férias,planeada,2025-04-18 06:30,375.5,1
D3655,C004,2025-05-04,T1,1,Total,7,,,,,1
D3656,C004,2025-05-04,T2,1,Total,8,,,,,1
D3657,C004,2025-05-04,T3,1,Total,9,,,,,1
D3658,C004,2025-05-05,T1,1,Total,7,,,,,1
D3659,C004,2025-05-05,T2,1,Total,8,,,,,1
D3660,C004,2025-05-05,T3,1,Parcial,4,formação,planeada,2025-04-29 17:18,148.7,1
D3661,C004,2025-05-06,T1,1,Total,7,,,,,1
D3662,C004,2025-05-06,T2,1,Total,8,,,,,1
D3663,C004,2025-05-06,T3,1,Total,9,,,,,1
D3664,C004,2025-05-07,T1,1,Total,7,,,,,1
D3665,C004,2025-05-07,T2,1,Parcial,4,formação,planeada,2025-05-01 00:42,157.3,1
D3666,C004,2025-05-07,T3,0,Indisponível,0,férias,planeada,2025-05-01 17:54,148.1,1
D3667,C004,2025-05-08,T1,1,Total,7,,,,,1
D3668,C004,2025-05-08,T2,1,Total,8,,,,,1
D3669,C004,2025-05-08,T3,1,Total,9,,,,,1
D3670,C004,2025-05-09,T1,1,Total,7,,,,,1
D3671,C004,2025-05-09,T2,1,Total,8,,,,,1
D3672,C004,2025-05-09,T3,1,Total,9,,,,,1
D3673,C004,2025-05-10,T1,1,Total,7,,,,,1
D3674,C004,2025-05-10,T2,1,Total,8,,,,,1
D3675,C004,2025-05-10,T3,1,Total,9,,,,,1
D3676,C004,2025-05-11,T1,1,Total,7,,,,,1
D3677,C004,2025-05-11,T2,1,Total,8,,,,,1
D3678,C004,2025-05-11,T3,1,Total,9,,,,,1
D3679,C004,2025-05-12,T1,1,Total,7,,,,,1
D3680,C004,2025-05-12,T2,1,Total,8,,,,,1
D3681,C004,2025-05-12,T3,1,Total,9,,,,,1
D3682,C004,2025-05-13,T1,1,Total,7,,,,,1
D3683,C004,2025-05-13,T2,1,Total,8,,,,,1
D3684,C004,2025-05-13,T3,1,Total,9,,,,,1
D3685,C004,2025-05-14,T1,1,Total,7,,,,,1
D3686,C004,2025-05-14,T2,1,Total,8,,,,,1
D3687,C004,2025-05-14,T3,1,Total,9,,,,,1
D3688,C004,2025-05-15,T1,1,Total,7,,,,,1
D3689,C004,2025-05-15,T2,1,Parcial,4,formação,planeada,2025-05-12 23:24,62.6,1
D3690,C004,2025-05-15,T3,1,Parcial,4,formação,planeada,2025-05-02 16:30,317.5,1
D3691,C004,2025-05-16,T1,1,Total,7,,,,,1
D3692,C004,2025-05-16,T2,1,Total,8,,,,,1
D3693,C004,2025-05-16,T3,0,Indisponível,0,folga,planeada,2025-04-20 10:18,635.7,1
D3694,C004,2025-05-17,T1,1,Total,7,,,,,1
D3695,C004,2025-05-17,T2,1,Total,8,,,,,1
D3696,C004,2025-05-17,T3,1,Total,9,,,,,1
D3697,C004,2025-05-18,T1,1,Total,7,,,,,1
D3698,C004,2025-05-18,T2,0,Indisponível,0,folga,planeada,2025-05-05 09:06,316.9,1
D3699,C004,2025-05-18,T3,1,Total,9,,,,,1
D3700,C004,2025-05-19,T1,1,Parcial,4,formação,planeada,2025-05-12 05:24,169.6,1
D3701,C004,2025-05-19,T2,1,Total,8,,,,,1
D3702,C004,2025-05-19,T3,1,Total,9,,,,,1
D3703,C004,2025-05-20,T1,1,Total,7,,,,,1
D3704,C004,2025-05-20,T2,1,Total,8,,,,,1
D3705,C004,2025-05-20,T3,1,Total,9,,,,,1
D3706,C004,2025-05-21,T1,1,Total,7,,,,,1
D3707,C004,2025-05-21,T2,1,Total,8,,,,,1
D3708,C004,2025-05-21,T3,1,Total,9,,,,,1
D3709,C004,2025-05-22,T1,1,Parcial,4,formação,planeada,2025-05-09 06:48,312.2,1
D3710,C004,2025-05-22,T2,1,Total,8,,,,,1
D3711,C004,2025-05-22,T3,1,Total,9,,,,,1
D3712,C004,2025-05-23,T1,1,Total,7,,,,,1
D3713,C004,2025-05-23,T2,1,Total,8,,,,,1
D3714,C004,2025-05-23,T3,1,Total,9,,,,,1
D3715,C004,2025-05-24,T1,1,Total,7,,,,,1
D3716,C004,2025-05-24,T2,1,Total,8,,,,,1
D3717,C004,2025-05-24,T3,1,Parcial,4,consulta_medica,planeada,2025-05-17 13:36,176.4,1
D3718,C004,2025-05-25,T1,1,Total,7,,,,,1
D3719,C004,2025-05-25,T2,1,Total,8,,,,,1
D3720,C004,2025-05-25,T3,1,Total,9,,,,,1
D3721,C004,2025-05-26,T1,1,Total,7,,,,,1
D3722,C004,2025-05-26,T2,1,Total,8,,,,,1
D3723,C004,2025-05-26,T3,1,Total,9,,,,,1
D3724,C004,2025-05-27,T1,1,Total,7,,,,,1
D3725,C004,2025-05-27,T2,1,Total,8,,,,,1
D3726,C004,2025-05-27,T3,1,Parcial,4,consulta_medica,planeada,2025-05-22 21:36,120.4,1
D3727,C004,2025-05-28,T1,1,Parcial,4,formação,planeada,2025-05-21 20:42,154.3,1
D3728,C004,2025-05-28,T2,1,Total,8,,,,,1
D3729,C004,2025-05-28,T3,0,Indisponível,0,restrição_noite,planeada,2025-05-14 10:36,347.4,1
D3730,C004,2025-05-29,T1,1,Total,7,,,,,1
D3731,C004,2025-05-29,T2,1,Total,8,,,,,1
D3732,C004,2025-05-29,T3,1,Total,9,,,,,1
D3733,C004,2025-05-30,T1,1,Total,7,,,,,1
D3734,C004,2025-05-30,T2,1,Total,8,,,,,1
D3735,C004,2025-05-30,T3,1,Total,9,,,,,1
D3736,C004,2025-05-31,T1,1,Total,7,,,,,1
D3737,C004,2025-05-31,T2,1,Total,8,,,,,1
D3738,C004,2025-05-31,T3,1,Total,9,,,,,1
D3739,C004,2025-06-01,T1,1,Total,7,,,,,1
D3740,C004,2025-06-01,T2,1,Total,8,,,,,1
D3741,C004,2025-06-01,T3,1,Total,9,,,,,1
D3742,C004,2025-06-02,T1,1,Total,7,,,,,1
D3743,C004,2025-06-02,T2,1,Total,8,,,,,1
D3744,C004,2025-06-02,T3,1,Total,9,,,,,1
D3745,C004,2025-06-03,T1,1,Total,7,,,,,1
D3746,C004,2025-06-03,T2,1,Total,8,,,,,1
D3747,C004,2025-06-03,T3,1,Total,9,,,,,1
D3748,C004,2025-06-04,T1,1,Total,7,,,,,1
D3749,C004,2025-06-04,T2,1,Total,8,,,,,1
D3750,C004,2025-06-04,T3,1,Total,9,,,,,1
D3751,C004,2025-06-05,T1,1,Total,7,,,,,1
D3752,C004,2025-06-05,T2,1,Parcial,4,consulta_medica,planeada,2025-05-31 20:00,114.0,1
D3753,C004,2025-06-05,T3,1,Total,9,,,,,1
D3754,C004,2025-06-06,T1,1,Total,7,,,,,1
D3755,C004,2025-06-06,T2,0,Indisponível,0,nao_autorizado_fds,planeada,2025-06-01 15:06,118.9,1
D3756,C004,2025-06-06,T3,1,Total,9,,,,,1
D3757,C004,2025-06-07,T1,1,Total,7,,,,,1
D3758,C004,2025-06-07,T2,1,Total,8,,,,,1
D3759,C004,2025-06-07,T3,1,Total,9,,,,,1
D3760,C004,2025-06-08,T1,1,Total,7,,,,,1
D3761,C004,2025-06-08,T2,1,Total,8,,,,,1
D3762,C004,2025-06-08,T3,1,Total,9,,,,,1
D3763,C004,2025-06-09,T1,1,Total,7,,,,,1
D3764,C004,2025-06-09,T2,1,Total,8,,,,,1
D3765,C004,2025-06-09,T3,1,Total,9,,,,,1
D3766,C004,2025-06-10,T1,1,Total,7,,,,,1
D3767,C004,2025-06-10,T2,1,Total,8,,,,,1
D3768,C004,2025-06-10,T3,1,Total,9,,,,,1
D3769,C004,2025-06-11,T1,1,Total,7,,,,,1
D3770,C004,2025-06-11,T2,1,Total,8,,,,,1
D3771,C004,2025-06-11,T3,1,Total,9,,,,,1
D3772,C004,2025-06-12,T1,1,Total,7,,,,,1
D3773,C004,2025-06-12,T2,1,Total,8,,,,,1
D3774,C004,2025-06-12,T3,1,Total,9,,,,,1
D3775,C004,2025-06-13,T1,1,Total,7,,,,,1
D3776,C004,2025-06-13,T2,1,Total,8,,,,,1
D3777,C004,2025-06-13,T3,1,Total,9,,,,,1
D3778,C004,2025-06-14,T1,1,Total,7,,,,,1
D3779,C004,2025-06-14,T2,1,Total,8,,,,,1
D3780,C004,2025-06-14,T3,1,Total,9,,,,,1
D3781,C004,2025-06-15,T1,1,Total,7,,,,,1
D3782,C004,2025-06-15,T2,1,Total,8,,,,,1
D3783,C004,2025-06-15,T3,1,Total,9,,,,,1
D3784,C004,2025-06-16,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-06-10 12:36,138.4,1
D3785,C004,2025-06-16,T2,1,Total,8,,,,,1
D3786,C004,2025-06-16,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-06-13 12:48,81.2,1
D3787,C004,2025-06-17,T1,1,Total,7,,,,,1
D3788,C004,2025-06-17,T2,1,Total,8,,,,,1
D3789,C004,2025-06-17,T3,1,Total,9,,,,,1
D3790,C004,2025-06-18,T1,1,Total,7,,,,,1
D3791,C004,2025-06-18,T2,0,Indisponível,0,consulta_medica,planeada,2025-06-10 23:06,182.9,1
D3792,C004,2025-06-18,T3,1,Total,9,,,,,1
D3793,C004,2025-06-19,T1,1,Total,7,,,,,1
D3794,C004,2025-06-19,T2,1,Total,8,,,,,1
D3795,C004,2025-06-19,T3,1,Parcial,4,formação,planeada,2025-06-08 01:18,284.7,1
D3796,C004,2025-06-20,T1,1,Total,7,,,,,1
D3797,C004,2025-06-20,T2,1,Total,8,,,,,1
D3798,C004,2025-06-20,T3,0,Indisponível,0,formação,planeada,2025-06-16 17:42,100.3,1
D3799,C004,2025-06-21,T1,1,Total,7,,,,,1
D3800,C004,2025-06-21,T2,1,Total,8,,,,,1
D3801,C004,2025-06-21,T3,1,Total,9,,,,,1
D3802,C004,2025-06-22,T1,1,Total,7,,,,,1
D3803,C004,2025-06-22,T2,1,Total,8,,,,,1
D3804,C004,2025-06-22,T3,1,Total,9,,,,,1
D3805,C004,2025-06-23,T1,1,Total,7,,,,,1
D3806,C004,2025-06-23,T2,1,Total,8,,,,,1
D3807,C004,2025-06-23,T3,1,Total,9,,,,,1
D3808,C004,2025-06-24,T1,1,Total,7,,,,,1
D3809,C004,2025-06-24,T2,1,Total,8,,,,,1
D3810,C004,2025-06-24,T3,1,Total,9,,,,,1
D3811,C004,2025-06-25,T1,1,Total,7,,,,,1
D3812,C004,2025-06-25,T2,1,Total,8,,,,,1
D3813,C004,2025-06-25,T3,1,Total,9,,,,,1
D3814,C004,2025-06-26,T1,1,Total,7,,,,,1
D3815,C004,2025-06-26,T2,1,Total,8,,,,,1
D3816,C004,2025-06-26,T3,1,Total,9,,,,,1
D3817,C004,2025-06-27,T1,1,Total,7,,,,,1
D3818,C004,2025-06-27,T2,1,Total,8,,,,,1
D3819,C004,2025-06-27,T3,1,Total,9,,,,,1
D3820,C004,2025-06-28,T1,1,Total,7,,,,,1
D3821,C004,2025-06-28,T2,1,Total,8,,,,,1
D3822,C004,2025-06-28,T3,1,Parcial,4,consulta_medica,planeada,2025-06-17 05:36,280.4,1
D3823,C004,2025-06-29,T1,1,Parcial,4,formação,planeada,2025-06-16 19:06,299.9,1
D3824,C004,2025-06-29,T2,1,Total,8,,,,,1
D3825,C004,2025-06-29,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-06-21 11:24,202.6,1
D3826,C004,2025-06-30,T1,1,Total,7,,,,,1
D3827,C004,2025-06-30,T2,1,Total,8,,,,,1
D3828,C004,2025-06-30,T3,1,Total,9,,,,,1
D3829,C004,2025-07-01,T1,1,Total,7,,,,,1
D3830,C004,2025-07-01,T2,1,Total,8,,,,,1
D3831,C004,2025-07-01,T3,1,Total,9,,,,,1
D3832,C004,2025-07-02,T1,1,Total,7,,,,,1
D3833,C004,2025-07-02,T2,1,Total,8,,,,,1
D3834,C004,2025-07-02,T3,1,Total,9,,,,,1
D3835,C004,2025-07-03,T1,1,Total,7,,,,,1
D3836,C004,2025-07-03,T2,1,Total,8,,,,,1
D3837,C004,2025-07-03,T3,1,Total,9,,,,,1
D3838,C004,2025-07-04,T1,1,Total,7,,,,,1
D3839,C004,2025-07-04,T2,1,Total,8,,,,,1
D3840,C004,2025-07-04,T3,1,Total,9,,,,,1
D3841,C004,2025-07-05,T1,1,Total,7,,,,,1
D3842,C004,2025-07-05,T2,1,Total,8,,,,,1
D3843,C004,2025-07-05,T3,1,Total,9,,,,,1
D3844,C004,2025-07-06,T1,0,Indisponível,0,folga,planeada,2025-06-19 07:12,407.8,1
D3845,C004,2025-07-06,T2,1,Total,8,,,,,1
D3846,C004,2025-07-06,T3,1,Parcial,4,formação,planeada,2025-07-04 22:18,47.7,1
D3847,C004,2025-07-07,T1,1,Total,7,,,,,1
D3848,C004,2025-07-07,T2,0,Indisponível,0,folga,planeada,2025-06-26 03:00,275.0,1
D3849,C004,2025-07-07,T3,1,Total,9,,,,,1
D3850,C004,2025-07-08,T1,1,Total,7,,,,,1
D3851,C004,2025-07-08,T2,1,Total,8,,,,,1
D3852,C004,2025-07-08,T3,1,Total,9,,,,,1
D3853,C004,2025-07-09,T1,1,Total,7,,,,,1
D3854,C004,2025-07-09,T2,1,Total,8,,,,,1
D3855,C004,2025-07-09,T3,0,Indisponível,0,nao_autorizado_fds,planeada,2025-06-13 04:30,641.5,1
D3856,C004,2025-07-10,T1,1,Total,7,,,,,1
D3857,C004,2025-07-10,T2,1,Total,8,,,,,1
D3858,C004,2025-07-10,T3,1,Total,9,,,,,1
D3859,C004,2025-07-11,T1,1,Parcial,4,consulta_medica,planeada,2025-07-09 21:06,33.9,1
D3860,C004,2025-07-11,T2,1,Total,8,,,,,1
D3861,C004,2025-07-11,T3,1,Total,9,,,,,1
D3862,C004,2025-07-12,T1,1,Total,7,,,,,1
D3863,C004,2025-07-12,T2,1,Total,8,,,,,1
D3864,C004,2025-07-12,T3,1,Total,9,,,,,1
D3865,C004,2025-07-13,T1,1,Total,7,,,,,1
D3866,C004,2025-07-13,T2,1,Total,8,,,,,1
D3867,C004,2025-07-13,T3,1,Total,9,,,,,1
D3868,C004,2025-07-14,T1,1,Total,7,,,,,1
D3869,C004,2025-07-14,T2,1,Total,8,,,,,1
D3870,C004,2025-07-14,T3,1,Total,9,,,,,1
D3871,C004,2025-07-15,T1,1,Total,7,,,,,1
D3872,C004,2025-07-15,T2,1,Total,8,,,,,1
D3873,C004,2025-07-15,T3,1,Total,9,,,,,1
D3874,C004,2025-07-16,T1,1,Total,7,,,,,1
D3875,C004,2025-07-16,T2,1,Total,8,,,,,1
D3876,C004,2025-07-16,T3,1,Total,9,,,,,1
D3877,C004,2025-07-17,T1,1,Total,7,,,,,1
D3878,C004,2025-07-17,T2,1,Total,8,,,,,1
D3879,C004,2025-07-17,T3,1,Total,9,,,,,1
D3880,C004,2025-07-18,T1,1,Total,7,,,,,1
D3881,C004,2025-07-18,T2,1,Total,8,,,,,1
D3882,C004,2025-07-18,T3,1,Total,9,,,,,1
D3883,C004,2025-07-19,T1,1,Total,7,,,,,1
D3884,C004,2025-07-19,T2,1,Total,8,,,,,1
D3885,C004,2025-07-19,T3,1,Total,9,,,,,1
D3886,C004,2025-07-20,T1,1,Total,7,,,,,1
D3887,C004,2025-07-20,T2,1,Total,8,,,,,1
D3888,C004,2025-07-20,T3,1,Total,9,,,,,1
D3889,C004,2025-07-21,T1,1,Total,7,,,,,1
D3890,C004,2025-07-21,T2,1,Total,8,,,,,1
D3891,C004,2025-07-21,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-07-18 19:42,74.3,1
D3892,C004,2025-07-22,T1,1,Total,7,,,,,1
D3893,C004,2025-07-22,T2,1,Total,8,,,,,1
D3894,C004,2025-07-22,T3,1,Total,9,,,,,1
D3895,C004,2025-07-23,T1,1,Total,7,,,,,1
D3896,C004,2025-07-23,T2,1,Total,8,,,,,1
D3897,C004,2025-07-23,T3,1,Total,9,,,,,1
D3898,C004,2025-07-24,T1,0,Indisponível,0,formação,planeada,2025-07-08 02:24,388.6,1
D3899,C004,2025-07-24,T2,1,Total,8,,,,,1
D3900,C004,2025-07-24,T3,1,Total,9,,,,,1
D3901,C004,2025-07-25,T1,1,Total,7,,,,,1
D3902,C004,2025-07-25,T2,1,Total,8,,,,,1
D3903,C004,2025-07-25,T3,1,Total,9,,,,,1
D3904,C004,2025-07-26,T1,1,Total,7,,,,,1
D3905,C004,2025-07-26,T2,1,Parcial,4,consulta_medica,planeada,2025-07-20 15:48,142.2,1
D3906,C004,2025-07-26,T3,1,Total,9,,,,,1
D3907,C004,2025-07-27,T1,1,Total,7,,,,,1
D3908,C004,2025-07-27,T2,1,Total,8,,,,,1
D3909,C004,2025-07-27,T3,1,Total,9,,,,,1
D3910,C004,2025-07-28,T1,0,Indisponível,0,baixa,planeada,2025-07-25 02:36,76.4,1
