data,dia_semana,departamento,funcao,turno_id,colaboradores_minimos,colaboradores_ideais,origem_necessidade
2025-04-01,Terça,Housekeeping,Supervisora,T2,1,1,manual
2025-04-01,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-01,Terça,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-01,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-01,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-02,Quarta,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-02,Quarta,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-02,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-02,Quarta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-02,Quarta,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-02,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-02,Quarta,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-02,Quarta,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-02,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-03,Quinta,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-04-03,Quinta,Housekeeping,Supervisora,T1,1,2,histórico
2025-04-03,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-03,Quinta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-03,Quinta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-03,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-03,Quinta,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-03,Quinta,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-03,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-04,Sexta,Housekeeping,Empregada de andares,T1,3,4,previsão
2025-04-04,Sexta,Housekeeping,Supervisora,T1,1,2,previsão
2025-04-04,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-04,Sexta,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-04-04,Sexta,Housekeeping,Supervisora,T2,1,1,previsão
2025-04-04,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-04-04,Sexta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-04,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-04,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-05,Sábado,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-05,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-05,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-05,Sábado,Housekeeping,Empregada de andares,T2,3,3,manual
2025-04-05,Sábado,Housekeeping,Supervisora,T2,1,2,manual
2025-04-05,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-05,Sábado,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-05,Sábado,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-05,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-06,Domingo,Housekeeping,Empregada de andares,T1,5,5,manual
2025-04-06,Domingo,Housekeeping,Supervisora,T1,2,2,manual
2025-04-06,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-04-06,Domingo,Housekeeping,Empregada de andares,T2,2,2,previsão
2025-04-06,Domingo,Housekeeping,Supervisora,T2,1,1,previsão
2025-04-06,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-04-06,Domingo,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-06,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-06,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-07,Segunda,Housekeeping,Empregada de andares,T1,4,5,previsão
2025-04-07,Segunda,Housekeeping,Supervisora,T1,2,2,previsão
2025-04-07,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-07,Segunda,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-07,Segunda,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-07,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-07,Segunda,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-07,Segunda,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-07,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-08,Terça,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-08,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-08,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-08,Terça,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-08,Terça,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-08,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-08,Terça,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-08,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-08,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-09,Quarta,Housekeeping,Empregada de andares,T1,4,5,manual
2025-04-09,Quarta,Housekeeping,Supervisora,T1,2,2,manual
2025-04-09,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-04-09,Quarta,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-09,Quarta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-09,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-09,Quarta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-09,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-09,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-10,Quinta,Housekeeping,Empregada de andares,T1,3,4,previsão
2025-04-10,Quinta,Housekeeping,Supervisora,T1,1,2,previsão
2025-04-10,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-10,Quinta,Housekeeping,Empregada de andares,T2,3,3,manual
2025-04-10,Quinta,Housekeeping,Supervisora,T2,1,2,manual
2025-04-10,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-10,Quinta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-10,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-10,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-11,Sexta,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-11,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-11,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-11,Sexta,Housekeeping,Empregada de andares,T2,2,3,manual
2025-04-11,Sexta,Housekeeping,Supervisora,T2,1,1,manual
2025-04-11,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-11,Sexta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-11,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-11,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-12,Sábado,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-04-12,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-12,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-04-12,Sábado,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-12,Sábado,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-12,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-12,Sábado,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-12,Sábado,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-12,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-13,Domingo,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-04-13,Domingo,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-13,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-04-13,Domingo,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-13,Domingo,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-13,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-13,Domingo,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-04-13,Domingo,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-13,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-14,Segunda,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-04-14,Segunda,Housekeeping,Supervisora,T1,1,2,histórico
2025-04-14,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-14,Segunda,Housekeeping,Empregada de andares,T2,2,2,manual
2025-04-14,Segunda,Housekeeping,Supervisora,T2,1,1,manual
2025-04-14,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-14,Segunda,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-14,Segunda,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-14,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-15,Terça,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-15,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-15,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-15,Terça,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-15,Terça,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-15,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-15,Terça,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-15,Terça,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-15,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-16,Quarta,Housekeeping,Empregada de andares,T1,4,5,previsão
2025-04-16,Quarta,Housekeeping,Supervisora,T1,2,2,previsão
2025-04-16,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-16,Quarta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-16,Quarta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-16,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-16,Quarta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-04-16,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-16,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-17,Quinta,Housekeeping,Empregada de andares,T1,4,4,manual
2025-04-17,Quinta,Housekeeping,Supervisora,T1,2,2,manual
2025-04-17,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-04-17,Quinta,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-17,Quinta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-17,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-17,Quinta,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-04-17,Quinta,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-17,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-18,Sexta,Housekeeping,Empregada de andares,T1,4,4,manual
2025-04-18,Sexta,Housekeeping,Supervisora,T1,2,2,manual
2025-04-18,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-04-18,Sexta,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-18,Sexta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-18,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-18,Sexta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-04-18,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-18,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-19,Sábado,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-19,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-19,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-19,Sábado,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-19,Sábado,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-19,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-19,Sábado,Housekeeping,Empregada de andares,T3,2,2,manual
2025-04-19,Sábado,Housekeeping,Supervisora,T3,1,1,manual
2025-04-19,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-04-20,Domingo,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-20,Domingo,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-20,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-20,Domingo,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-20,Domingo,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-20,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-20,Domingo,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-20,Domingo,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-20,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-21,Segunda,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-04-21,Segunda,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-21,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-21,Segunda,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-21,Segunda,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-21,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-21,Segunda,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-04-21,Segunda,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-21,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-22,Terça,Housekeeping,Empregada de andares,T1,4,4,previsão
2025-04-22,Terça,Housekeeping,Supervisora,T1,2,2,previsão
2025-04-22,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-22,Terça,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-22,Terça,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-22,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-22,Terça,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-22,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-22,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-23,Quarta,Housekeeping,Empregada de andares,T1,4,4,previsão
2025-04-23,Quarta,Housekeeping,Supervisora,T1,2,2,previsão
2025-04-23,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-23,Quarta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-23,Quarta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-23,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-23,Quarta,Housekeeping,Empregada de andares,T3,2,2,manual
2025-04-23,Quarta,Housekeeping,Supervisora,T3,1,1,manual
2025-04-23,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-04-24,Quinta,Housekeeping,Empregada de andares,T1,3,4,previsão
2025-04-24,Quinta,Housekeeping,Supervisora,T1,1,2,previsão
2025-04-24,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-04-24,Quinta,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-04-24,Quinta,Housekeeping,Supervisora,T2,1,1,previsão
2025-04-24,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-04-24,Quinta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-04-24,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-24,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-25,Sexta,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-04-25,Sexta,Housekeeping,Supervisora,T1,1,2,histórico
2025-04-25,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-25,Sexta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-25,Sexta,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-25,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-25,Sexta,Housekeeping,Empregada de andares,T3,1,1,previsão
2025-04-25,Sexta,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-25,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-26,Sábado,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-04-26,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-04-26,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-26,Sábado,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-26,Sábado,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-26,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-26,Sábado,Housekeeping,Empregada de andares,T3,1,1,previsão
2025-04-26,Sábado,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-26,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-27,Domingo,Housekeeping,Empregada de andares,T1,5,6,previsão
2025-04-27,Domingo,Housekeeping,Supervisora,T1,2,2,previsão
2025-04-27,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,2,previsão
2025-04-27,Domingo,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-04-27,Domingo,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-27,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-27,Domingo,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-04-27,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-27,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-28,Segunda,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-04-28,Segunda,Housekeeping,Supervisora,T1,1,2,histórico
2025-04-28,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-28,Segunda,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-04-28,Segunda,Housekeeping,Supervisora,T2,1,2,histórico
2025-04-28,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-28,Segunda,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-04-28,Segunda,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-28,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-04-29,Terça,Housekeeping,Empregada de andares,T1,4,5,manual
2025-04-29,Terça,Housekeeping,Supervisora,T1,2,2,manual
2025-04-29,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-04-29,Terça,Housekeeping,Empregada de andares,T2,2,3,manual
2025-04-29,Terça,Housekeeping,Supervisora,T2,1,1,manual
2025-04-29,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-04-29,Terça,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-04-29,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-04-29,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-04-30,Quarta,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-04-30,Quarta,Housekeeping,Supervisora,T1,1,2,histórico
2025-04-30,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-04-30,Quarta,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-04-30,Quarta,Housekeeping,Supervisora,T2,1,1,histórico
2025-04-30,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-04-30,Quarta,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-04-30,Quarta,Housekeeping,Supervisora,T3,1,1,previsão
2025-04-30,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-05-01,Quinta,Housekeeping,Empregada de andares,T1,4,5,previsão
2025-05-01,Quinta,Housekeeping,Supervisora,T1,2,2,previsão
2025-05-01,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-05-01,Quinta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-05-01,Quinta,Housekeeping,Supervisora,T2,1,1,histórico
2025-05-01,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-01,Quinta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-05-01,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-05-01,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-05-02,Sexta,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-05-02,Sexta,Housekeeping,Supervisora,T1,1,2,histórico
2025-05-02,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-02,Sexta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-05-02,Sexta,Housekeeping,Supervisora,T2,1,2,histórico
2025-05-02,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-02,Sexta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-05-02,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-05-02,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-05-03,Sábado,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-05-03,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-03,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-03,Sábado,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-05-03,Sábado,Housekeeping,Supervisora,T2,1,1,previsão
2025-05-03,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-05-03,Sábado,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-05-03,Sábado,Housekeeping,Supervisora,T3,1,1,previsão
2025-05-03,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-05-04,Domingo,Housekeeping,Empregada de andares,T1,4,5,previsão
2025-05-04,Domingo,Housekeeping,Supervisora,T1,2,2,previsão
2025-05-04,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-05-04,Domingo,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-05-04,Domingo,Housekeeping,Supervisora,T2,1,1,histórico
2025-05-04,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-04,Domingo,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-05-04,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-05-04,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-05-05,Segunda,Housekeeping,Empregada de andares,T1,4,4,histórico
2025-05-05,Segunda,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-05,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-05,Segunda,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-05-05,Segunda,Housekeeping,Supervisora,T2,1,1,histórico
2025-05-05,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-05,Segunda,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-05-05,Segunda,Housekeeping,Supervisora,T3,1,1,previsão
2025-05-05,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-05-06,Terça,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-05-06,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-06,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-06,Terça,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-05-06,Terça,Housekeeping,Supervisora,T2,1,1,histórico
2025-05-06,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-06,Terça,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-05-06,Terça,Housekeeping,Supervisora,T3,1,1,previsão
2025-05-06,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-05-07,Quarta,Housekeeping,Empregada de andares,T1,4,4,previsão
2025-05-07,Quarta,Housekeeping,Supervisora,T1,2,2,previsão
2025-05-07,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-05-07,Quarta,Housekeeping,Empregada de andares,T2,2,3,manual
2025-05-07,Quarta,Housekeeping,Supervisora,T2,1,1,manual
2025-05-07,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-05-07,Quarta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-05-07,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-05-07,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-05-08,Quinta,Housekeeping,Empregada de andares,T1,4,4,histórico
2025-05-08,Quinta,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-08,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-08,Quinta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-05-08,Quinta,Housekeeping,Supervisora,T2,1,2,histórico
2025-05-08,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-08,Quinta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-05-08,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-05-08,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-05-09,Sexta,Housekeeping,Empregada de andares,T1,4,4,histórico
2025-05-09,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-09,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-09,Sexta,Housekeeping,Empregada de andares,T2,2,2,histórico
2025-05-09,Sexta,Housekeeping,Supervisora,T2,1,1,histórico
2025-05-09,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-09,Sexta,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-05-09,Sexta,Housekeeping,Supervisora,T3,1,1,previsão
2025-05-09,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-05-10,Sábado,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-05-10,Sábado,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-10,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-10,Sábado,Housekeeping,Empregada de andares,T2,2,3,manual
2025-05-10,Sábado,Housekeeping,Supervisora,T2,1,1,manual
2025-05-10,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-05-10,Sábado,Housekeeping,Empregada de andares,T3,1,2,manual
2025-05-10,Sábado,Housekeeping,Supervisora,T3,1,1,manual
2025-05-10,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-05-11,Domingo,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-05-11,Domingo,Housekeeping,Supervisora,T1,2,2,histórico
2025-05-11,Domingo,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-05-11,Domingo,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-05-11,Domingo,Housekeeping,Supervisora,T2,1,2,histórico
2025-05-11,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-05-11,Domingo,Housekeeping,Empregada de andares,T3,1,1,histórico
