data,dia_semana,mes,tipo_dia,epoca,departamento,taxa_ocupacao,quartos_ocupados,total_quartos,n_checkins,n_checkouts,evento_especial,descricao_evento,quartos_a_limpar_estimados
2025-09-23,Terça,9,Semana,Alta,Housekeeping,0.75,90,120,40,27,0,Sem_evento,72
2025-09-24,Quarta,9,Semana,Alta,Housekeeping,0.87,104,120,36,40,1,Evento_corporativo,92
2025-09-25,Quinta,9,Semana,Alta,Housekeeping,0.74,88,120,31,28,1,Conferencia,72
2025-09-26,Sexta,9,Semana,Alta,Housekeeping,0.83,99,120,41,22,0,Sem_evento,71
2025-09-27,Sábado,9,Sabado,Alta,Housekeeping,0.91,109,120,32,26,0,Sem_evento,80
2025-09-28,Domingo,9,Domingo,Alta,Housekeeping,0.96,115,120,41,39,0,Sem_evento,96
2025-09-29,Segunda,9,Semana,Alta,Housekeeping,0.74,88,120,22,31,0,Sem_evento,75
2025-09-30,Terça,9,Semana,Alta,Housekeeping,0.85,102,120,31,20,0,Sem_evento,71
2025-10-01,Quarta,10,Semana,Media,Housekeeping,0.6,72,120,20,19,0,Sem_evento,55
2025-10-02,Quinta,10,Semana,Media,Housekeeping,0.56,67,120,19,20,0,Sem_evento,53
2025-10-03,Sexta,10,Semana,Media,Housekeeping,0.67,80,120,34,16,0,Sem_evento,56
2025-10-04,Sábado,10,Sabado,Media,Housekeeping,0.71,85,120,26,23,0,Sem_evento,65
2025-10-05,Domingo,10,Feriado,Media,Housekeeping,0.68,81,120,35,17,0,Sem_evento,57
2025-10-06,Segunda,10,Semana,Media,Housekeeping,0.6,72,120,18,25,0,Sem_evento,61
2025-10-07,Terça,10,Semana,Media,Housekeeping,0.58,69,120,18,17,0,Sem_evento,51
2025-10-08,Quarta,10,Semana,Media,Housekeeping,0.6,72,120,26,17,0,Sem_evento,53
2025-10-09,Quinta,10,Semana,Media,Housekeeping,0.63,75,120,30,20,0,Sem_evento,57
2025-10-10,Sexta,10,Semana,Media,Housekeeping,0.71,85,120,26,26,0,Sem_evento,68
2025-10-11,Sábado,10,Sabado,Media,Housekeeping,0.65,78,120,31,24,0,Sem_evento,63
2025-10-12,Domingo,10,Domingo,Media,Housekeeping,0.79,94,120,34,28,0,Sem_evento,75
2025-10-13,Segunda,10,Semana,Media,Housekeeping,0.52,62,120,20,20,1,Evento_corporativo,51
2025-10-14,Terça,10,Semana,Media,Housekeeping,0.59,70,120,17,14,0,Sem_evento,49
2025-10-15,Quarta,10,Semana,Media,Housekeeping,0.62,74,120,32,23,0,Sem_evento,60
2025-10-16,Quinta,10,Semana,Media,Housekeeping,0.61,73,120,20,26,0,Sem_evento,62
2025-10-17,Sexta,10,Semana,Media,Housekeeping,0.63,75,120,27,25,0,Sem_evento,62
2025-10-18,Sábado,10,Sabado,Media,Housekeeping,0.69,82,120,35,22,0,Sem_evento,63
2025-10-19,Domingo,10,Domingo,Media,Housekeeping,0.68,81,120,35,17,0,Sem_evento,57
2025-10-20,Segunda,10,Semana,Media,Housekeeping,0.58,69,120,19,21,0,Sem_evento,55
2025-10-21,Terça,10,Semana,Media,Housekeeping,0.63,75,120,20,26,0,Sem_evento,63
2025-10-22,Quarta,10,Semana,Media,Housekeeping,0.61,73,120,23,28,1,Conferencia,64
2025-10-23,Quinta,10,Semana,Media,Housekeeping,0.57,68,120,28,25,0,Sem_evento,59
2025-10-24,Sexta,10,Semana,Media,Housekeeping,0.69,82,120,21,17,0,Sem_evento,58
2025-10-25,Sábado,10,Sabado,Media,Housekeeping,0.71,85,120,24,31,1,Evento_corporativo,73
2025-10-26,Domingo,10,Domingo,Media,Housekeeping,0.73,87,120,37,26,0,Sem_evento,69
2025-10-27,Segunda,10,Semana,Media,Housekeeping,0.63,75,120,23,17,0,Sem_evento,54
2025-10-28,Terça,10,Semana,Media,Housekeeping,0.57,68,120,24,18,0,Sem_evento,52
2025-10-29,Quarta,10,Semana,Media,Housekeeping,0.58,69,120,26,26,0,Sem_evento,60
2025-10-30,Quinta,10,Semana,Media,Housekeeping,0.63,75,120,32,26,0,Sem_evento,63
2025-10-31,Sexta,10,Semana,Media,Housekeeping,0.67,80,120,31,26,0,Sem_evento,66
2025-11-01,Sábado,11,Feriado,Media,Housekeeping,0.7,84,120,37,26,0,Sem_evento,68
2025-11-02,Domingo,11,Domingo,Media,Housekeeping,0.7,84,120,36,24,0,Sem_evento,66
2025-11-03,Segunda,11,Semana,Media,Housekeeping,0.65,78,120,20,17,0,Sem_evento,56
2025-11-04,Terça,11,Semana,Media,Housekeeping,0.58,69,120,17,22,0,Sem_evento,56
2025-11-05,Quarta,11,Semana,Media,Housekeeping,0.62,74,120,31,24,0,Sem_evento,61
2025-11-06,Quinta,11,Semana,Media,Housekeeping,0.59,70,120,26,23,0,Sem_evento,58
2025-11-07,Sexta,11,Semana,Media,Housekeeping,0.64,76,120,29,28,0,Sem_evento,66
2025-11-08,Sábado,11,Sabado,Media,Housekeeping,0.74,88,120,25,20,0,Sem_evento,64
2025-11-09,Domingo,11,Domingo,Media,Housekeeping,0.73,87,120,36,26,0,Sem_evento,69
2025-11-10,Segunda,11,Semana,Media,Housekeeping,0.63,75,120,29,17,0,Sem_evento,54
2025-11-11,Terça,11,Semana,Media,Housekeeping,0.65,78,120,21,17,0,Sem_evento,56
2025-11-12,Quarta,11,Semana,Media,Housekeeping,0.6,72,120,27,23,0,Sem_evento,59
2025-11-13,Quinta,11,Semana,Media,Housekeeping,0.63,75,120,29,25,0,Sem_evento,62
2025-11-14,Sexta,11,Semana,Media,Housekeeping,0.64,76,120,31,28,0,Sem_evento,66
2025-11-15,Sábado,11,Sabado,Media,Housekeeping,0.71,85,120,33,27,0,Sem_evento,69
2025-11-16,Domingo,11,Domingo,Media,Housekeeping,0.69,82,120,27,25,0,Sem_evento,66
2025-11-17,Segunda,11,Semana,Media,Housekeeping,0.6,72,120,23,19,0,Sem_evento,55
2025-11-18,Terça,11,Semana,Media,Housekeeping,0.62,74,120,20,15,0,Sem_evento,52
2025-11-19,Quarta,11,Semana,Media,Housekeeping,0.57,68,120,22,20,0,Sem_evento,54
2025-11-20,Quinta,11,Semana,Media,Housekeeping,0.68,81,120,24,17,0,Sem_evento,57
2025-11-21,Sexta,11,Semana,Media,Housekeeping,0.61,73,120,26,14,0,Sem_evento,50
2025-11-22,Sábado,11,Sabado,Media,Housekeeping,0.65,78,120,31,21,1,Conferencia,60
2025-11-23,Domingo,11,Domingo,Media,Housekeeping,0.75,90,120,32,19,0,Sem_evento,64
2025-11-24,Segunda,11,Semana,Media,Housekeeping,0.63,75,120,32,18,0,Sem_evento,55
2025-11-25,Terça,11,Semana,Media,Housekeeping,0.62,74,120,26,18,0,Sem_evento,55
2025-11-26,Quarta,11,Semana,Media,Housekeeping,0.63,75,120,23,19,0,Sem_evento,56
2025-11-27,Quinta,11,Semana,Media,Housekeeping,0.6,72,120,18,20,0,Sem_evento,56
2025-11-28,Sexta,11,Semana,Media,Housekeeping,0.61,73,120,30,25,0,Sem_evento,61
2025-11-29,Sábado,11,Sabado,Media,Housekeeping,0.7,84,120,36,17,0,Sem_evento,59
2025-11-30,Domingo,11,Domingo,Media,Housekeeping,0.67,80,120,31,23,0,Sem_evento,63
2025-12-01,Segunda,12,Feriado,Baixa,Housekeeping,0.54,64,120,21,19,0,Sem_evento,51
2025-12-02,Terça,12,Semana,Baixa,Housekeeping,0.39,46,120,17,17,0,Sem_evento,40
2025-12-03,Quarta,12,Semana,Baixa,Housekeeping,0.37,44,120,16,13,0,Sem_evento,35
2025-12-04,Quinta,12,Semana,Baixa,Housekeeping,0.39,46,120,20,9,0,Sem_evento,32
2025-12-05,Sexta,12,Semana,Baixa,Housekeeping,0.47,56,120,20,11,0,Sem_evento,39
2025-12-06,Sábado,12,Sabado,Baixa,Housekeeping,0.48,57,120,19,21,0,Sem_evento,49
2025-12-07,Domingo,12,Domingo,Baixa,Housekeeping,0.47,56,120,24,13,0,Sem_evento,41
2025-12-08,Segunda,12,Feriado,Baixa,Housekeeping,0.51,61,120,23,19,0,Sem_evento,49
2025-12-09,Terça,12,Semana,Baixa,Housekeeping,0.41,49,120,16,13,0,Sem_evento,37
2025-12-10,Quarta,12,Semana,Baixa,Housekeeping,0.38,45,120,16,12,1,Conferencia,34
2025-12-11,Quinta,12,Semana,Baixa,Housekeeping,0.38,45,120,14,16,0,Sem_evento,38
2025-12-12,Sexta,12,Semana,Baixa,Housekeeping,0.46,55,120,15,21,0,Sem_evento,48
2025-12-13,Sábado,12,Sabado,Baixa,Housekeeping,0.44,52,120,17,13,0,Sem_evento,39
2025-12-14,Domingo,12,Domingo,Baixa,Housekeeping,0.44,52,120,22,13,0,Sem_evento,39
2025-12-15,Segunda,12,Semana,Baixa,Housekeeping,0.37,44,120,12,15,0,Sem_evento,37
2025-12-16,Terça,12,Semana,Baixa,Housekeeping,0.39,46,120,12,16,0,Sem_evento,39
2025-12-17,Quarta,12,Semana,Baixa,Housekeeping,0.41,49,120,13,17,0,Sem_evento,41
2025-12-18,Quinta,12,Semana,Baixa,Housekeeping,0.46,55,120,22,16,0,Sem_evento,43
2025-12-19,Sexta,12,Semana,Baixa,Housekeeping,0.48,57,120,23,14,0,Sem_evento,42
2025-12-20,Sábado,12,Sabado,Baixa,Housekeeping,0.49,58,120,17,22,0,Sem_evento,51
2025-12-21,Domingo,12,Domingo,Baixa,Housekeeping,0.5,60,120,22,19,0,Sem_evento,49
2025-12-22,Segunda,12,Semana,Baixa,Housekeeping,0.36,43,120,14,14,0,Sem_evento,35
2025-12-23,Terça,12,Semana,Baixa,Housekeeping,0.4,48,120,15,11,0,Sem_evento,35
2025-12-24,Quarta,12,Semana,Baixa,Housekeeping,0.39,46,120,16,15,1,Conferencia,38
2025-12-25,Quinta,12,Feriado,Baixa,Housekeeping,0.51,61,120,16,16,0,Sem_evento,46
2025-12-26,Sexta,12,Semana,Baixa,Housekeeping,0.42,50,120,22,12,0,Sem_evento,37
2025-12-27,Sábado,12,Sabado,Baixa,Housekeeping,0.52,62,120,17,14,0,Sem_evento,45
2025-12-28,Domingo,12,Domingo,Baixa,Housekeeping,0.56,67,120,19,15,0,Sem_evento,48
2025-12-29,Segunda,12,Semana,Baixa,Housekeeping,0.4,48,120,15,9,0,Sem_evento,33
2025-12-30,Terça,12,Semana,Baixa,Housekeeping,0.42,50,120,19,15,0,Sem_evento,40
2025-12-31,Quarta,12,Semana,Baixa,Housekeeping,0.43,51,120,18,19,0,Sem_evento,44
