atividade_tipologia_id,data,tipologia_id,unidade_hotel,departamento,quartos_ocupados,quartos_checkout,quartos_stayover,carga_limpeza_min
AT0356,2025-03-13,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT0357,2025-03-13,TQ02,Unidade 1,Housekeeping,48,16,32,1200
AT0358,2025-03-13,TQ03,Unidade 1,Housekeeping,15,5,10,410
AT0359,2025-03-13,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0360,2025-03-13,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0361,2025-03-14,TQ01,Unidade 1,Housekeeping,25,6,19,435
AT0362,2025-03-14,TQ02,Unidade 1,Housekeeping,25,7,18,605
AT0363,2025-03-14,TQ03,Unidade 1,Housekeeping,24,6,18,624
AT0364,2025-03-14,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0365,2025-03-14,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0366,2025-03-15,TQ01,Unidade 1,Housekeeping,30,5,25,500
AT0367,2025-03-15,TQ02,Unidade 1,Housekeeping,38,5,33,835
AT0368,2025-03-15,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT0369,2025-03-15,TQ04,Unidade 1,Housekeeping,10,9,1,530
AT0370,2025-03-15,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0371,2025-03-16,TQ01,Unidade 1,Housekeeping,19,4,15,325
AT0372,2025-03-16,TQ02,Unidade 1,Housekeeping,20,5,15,475
AT0373,2025-03-16,TQ03,Unidade 1,Housekeeping,19,5,14,498
AT0374,2025-03-16,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0375,2025-03-16,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0376,2025-03-17,TQ01,Unidade 1,Housekeeping,28,6,22,480
AT0377,2025-03-17,TQ02,Unidade 1,Housekeeping,16,5,11,395
AT0378,2025-03-17,TQ03,Unidade 1,Housekeeping,25,11,14,726
AT0379,2025-03-17,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT0380,2025-03-17,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0381,2025-03-18,TQ01,Unidade 1,Housekeeping,11,2,9,185
AT0382,2025-03-18,TQ02,Unidade 1,Housekeeping,38,8,30,880
AT0383,2025-03-18,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT0384,2025-03-18,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT0385,2025-03-18,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0386,2025-03-19,TQ01,Unidade 1,Housekeeping,20,6,14,360
AT0387,2025-03-19,TQ02,Unidade 1,Housekeeping,16,5,11,395
AT0388,2025-03-19,TQ03,Unidade 1,Housekeeping,21,6,15,558
AT0389,2025-03-19,TQ04,Unidade 1,Housekeeping,9,3,6,375
AT0390,2025-03-19,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0391,2025-03-20,TQ01,Unidade 1,Housekeeping,23,8,15,425
AT0392,2025-03-20,TQ02,Unidade 1,Housekeeping,22,7,15,545
AT0393,2025-03-20,TQ03,Unidade 1,Housekeeping,17,6,11,470
AT0394,2025-03-20,TQ04,Unidade 1,Housekeeping,9,3,6,375
AT0395,2025-03-20,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0396,2025-03-21,TQ01,Unidade 1,Housekeeping,9,2,7,155
AT0397,2025-03-21,TQ02,Unidade 1,Housekeeping,28,8,20,680
AT0398,2025-03-21,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT0399,2025-03-21,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0400,2025-03-21,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0401,2025-03-22,TQ01,Unidade 1,Housekeeping,19,5,14,335
AT0402,2025-03-22,TQ02,Unidade 1,Housekeeping,42,10,32,990
AT0403,2025-03-22,TQ03,Unidade 1,Housekeeping,18,4,14,460
AT0404,2025-03-22,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0405,2025-03-22,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0406,2025-03-23,TQ01,Unidade 1,Housekeeping,18,6,12,330
AT0407,2025-03-23,TQ02,Unidade 1,Housekeeping,39,14,25,990
AT0408,2025-03-23,TQ03,Unidade 1,Housekeeping,17,6,11,470
AT0409,2025-03-23,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT0410,2025-03-23,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0411,2025-03-24,TQ01,Unidade 1,Housekeeping,15,3,12,255
AT0412,2025-03-24,TQ02,Unidade 1,Housekeeping,43,11,32,1025
AT0413,2025-03-24,TQ03,Unidade 1,Housekeeping,11,3,8,290
AT0414,2025-03-24,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0415,2025-03-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0416,2025-03-25,TQ01,Unidade 1,Housekeeping,26,5,21,440
AT0417,2025-03-25,TQ02,Unidade 1,Housekeeping,21,5,16,495
AT0418,2025-03-25,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT0419,2025-03-25,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0420,2025-03-25,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0421,2025-03-26,TQ01,Unidade 1,Housekeeping,19,6,13,345
AT0422,2025-03-26,TQ02,Unidade 1,Housekeeping,29,11,18,745
AT0423,2025-03-26,TQ03,Unidade 1,Housekeeping,7,2,5,186
AT0424,2025-03-26,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0425,2025-03-26,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0426,2025-03-27,TQ01,Unidade 1,Housekeeping,22,8,14,410
AT0427,2025-03-27,TQ02,Unidade 1,Housekeeping,23,8,15,580
AT0428,2025-03-27,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT0429,2025-03-27,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0430,2025-03-27,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0431,2025-03-28,TQ01,Unidade 1,Housekeeping,25,9,16,465
AT0432,2025-03-28,TQ02,Unidade 1,Housekeeping,38,15,23,985
AT0433,2025-03-28,TQ03,Unidade 1,Housekeeping,16,6,10,448
AT0434,2025-03-28,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0435,2025-03-28,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0436,2025-03-29,TQ01,Unidade 1,Housekeeping,20,3,17,330
AT0437,2025-03-29,TQ02,Unidade 1,Housekeeping,50,13,37,1195
AT0438,2025-03-29,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT0439,2025-03-29,TQ04,Unidade 1,Housekeeping,3,0,3,105
AT0440,2025-03-29,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0441,2025-03-30,TQ01,Unidade 1,Housekeeping,9,2,7,155
AT0442,2025-03-30,TQ02,Unidade 1,Housekeeping,41,11,30,985
AT0443,2025-03-30,TQ03,Unidade 1,Housekeeping,20,6,14,536
AT0444,2025-03-30,TQ04,Unidade 1,Housekeeping,9,2,7,355
AT0445,2025-03-30,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0446,2025-03-31,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT0447,2025-03-31,TQ02,Unidade 1,Housekeeping,26,10,16,670
AT0448,2025-03-31,TQ03,Unidade 1,Housekeeping,8,3,5,224
AT0449,2025-03-31,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0450,2025-03-31,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0451,2025-04-01,TQ01,Unidade 1,Housekeeping,19,7,12,355
AT0452,2025-04-01,TQ02,Unidade 1,Housekeeping,23,9,14,595
AT0453,2025-04-01,TQ03,Unidade 1,Housekeeping,24,9,15,672
AT0454,2025-04-01,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0455,2025-04-01,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0456,2025-04-02,TQ01,Unidade 1,Housekeeping,25,5,20,425
AT0457,2025-04-02,TQ02,Unidade 1,Housekeeping,27,7,20,645
AT0458,2025-04-02,TQ03,Unidade 1,Housekeeping,14,4,10,372
AT0459,2025-04-02,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0460,2025-04-02,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0461,2025-04-03,TQ01,Unidade 1,Housekeeping,24,5,19,410
AT0462,2025-04-03,TQ02,Unidade 1,Housekeeping,22,4,18,500
AT0463,2025-04-03,TQ03,Unidade 1,Housekeeping,13,3,10,334
AT0464,2025-04-03,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0465,2025-04-03,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT0466,2025-04-04,TQ01,Unidade 1,Housekeeping,28,6,22,480
AT0467,2025-04-04,TQ02,Unidade 1,Housekeeping,22,5,17,515
AT0468,2025-04-04,TQ03,Unidade 1,Housekeeping,15,3,12,378
AT0469,2025-04-04,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0470,2025-04-04,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0471,2025-04-05,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT0472,2025-04-05,TQ02,Unidade 1,Housekeeping,20,6,14,490
AT0473,2025-04-05,TQ03,Unidade 1,Housekeeping,25,11,14,726
AT0474,2025-04-05,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT0475,2025-04-05,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0476,2025-04-06,TQ01,Unidade 1,Housekeeping,19,7,12,355
AT0477,2025-04-06,TQ02,Unidade 1,Housekeeping,33,13,20,855
AT0478,2025-04-06,TQ03,Unidade 1,Housekeeping,18,7,11,508
AT0479,2025-04-06,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0480,2025-04-06,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0481,2025-04-07,TQ01,Unidade 1,Housekeeping,15,5,10,275
AT0482,2025-04-07,TQ02,Unidade 1,Housekeeping,42,13,29,1035
AT0483,2025-04-07,TQ03,Unidade 1,Housekeeping,14,4,10,372
AT0484,2025-04-07,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0485,2025-04-07,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0486,2025-04-08,TQ01,Unidade 1,Housekeeping,14,3,11,240
AT0487,2025-04-08,TQ02,Unidade 1,Housekeeping,27,5,22,615
AT0488,2025-04-08,TQ03,Unidade 1,Housekeeping,23,4,19,570
AT0489,2025-04-08,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT0490,2025-04-08,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0491,2025-04-09,TQ01,Unidade 1,Housekeeping,17,7,10,325
AT0492,2025-04-09,TQ02,Unidade 1,Housekeeping,40,15,25,1025
AT0493,2025-04-09,TQ03,Unidade 1,Housekeeping,11,4,7,306
AT0494,2025-04-09,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0495,2025-04-09,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0496,2025-04-10,TQ01,Unidade 1,Housekeeping,12,3,9,210
AT0497,2025-04-10,TQ02,Unidade 1,Housekeeping,31,8,23,740
AT0498,2025-04-10,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT0499,2025-04-10,TQ04,Unidade 1,Housekeeping,1,1,0,55
AT0500,2025-04-10,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0501,2025-04-11,TQ01,Unidade 1,Housekeeping,16,4,12,280
AT0502,2025-04-11,TQ02,Unidade 1,Housekeeping,35,7,28,805
AT0503,2025-04-11,TQ03,Unidade 1,Housekeeping,9,2,7,230
AT0504,2025-04-11,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT0505,2025-04-11,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT0506,2025-04-12,TQ01,Unidade 1,Housekeeping,17,4,13,295
AT0507,2025-04-12,TQ02,Unidade 1,Housekeeping,31,9,22,755
AT0508,2025-04-12,TQ03,Unidade 1,Housekeeping,21,6,15,558
AT0509,2025-04-12,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0510,2025-04-12,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0511,2025-04-13,TQ01,Unidade 1,Housekeeping,27,7,20,475
AT0512,2025-04-13,TQ02,Unidade 1,Housekeeping,31,8,23,740
AT0513,2025-04-13,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT0514,2025-04-13,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0515,2025-04-13,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0516,2025-04-14,TQ01,Unidade 1,Housekeeping,25,5,20,425
AT0517,2025-04-14,TQ02,Unidade 1,Housekeeping,29,7,22,685
AT0518,2025-04-14,TQ03,Unidade 1,Housekeeping,6,1,5,148
AT0519,2025-04-14,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0520,2025-04-14,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0521,2025-04-15,TQ01,Unidade 1,Housekeeping,17,4,13,295
AT0522,2025-04-15,TQ02,Unidade 1,Housekeeping,24,8,16,600
AT0523,2025-04-15,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT0524,2025-04-15,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0525,2025-04-15,TQ05,Unidade 1,Housekeeping,1,1,0,80
AT0526,2025-04-16,TQ01,Unidade 1,Housekeeping,18,5,13,320
AT0527,2025-04-16,TQ02,Unidade 1,Housekeeping,25,7,18,605
AT0528,2025-04-16,TQ03,Unidade 1,Housekeeping,22,7,15,596
AT0529,2025-04-16,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0530,2025-04-16,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0531,2025-04-17,TQ01,Unidade 1,Housekeeping,27,9,18,495
AT0532,2025-04-17,TQ02,Unidade 1,Housekeeping,31,10,21,770
AT0533,2025-04-17,TQ03,Unidade 1,Housekeeping,11,4,7,306
AT0534,2025-04-17,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0535,2025-04-17,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0536,2025-04-18,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT0537,2025-04-18,TQ02,Unidade 1,Housekeeping,30,9,21,735
AT0538,2025-04-18,TQ03,Unidade 1,Housekeeping,17,6,11,470
AT0539,2025-04-18,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0540,2025-04-18,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT0541,2025-04-19,TQ01,Unidade 1,Housekeeping,17,4,13,295
AT0542,2025-04-19,TQ02,Unidade 1,Housekeeping,50,21,29,1315
AT0543,2025-04-19,TQ03,Unidade 1,Housekeeping,11,4,7,306
AT0544,2025-04-19,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0545,2025-04-19,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0546,2025-04-20,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0547,2025-04-20,TQ02,Unidade 1,Housekeeping,32,6,26,730
AT0548,2025-04-20,TQ03,Unidade 1,Housekeeping,16,3,13,400
AT0549,2025-04-20,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT0550,2025-04-20,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0551,2025-04-21,TQ01,Unidade 1,Housekeeping,22,6,16,390
AT0552,2025-04-21,TQ02,Unidade 1,Housekeeping,21,7,14,525
AT0553,2025-04-21,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT0554,2025-04-21,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0555,2025-04-21,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0556,2025-04-22,TQ01,Unidade 1,Housekeeping,15,5,10,275
AT0557,2025-04-22,TQ02,Unidade 1,Housekeeping,42,16,26,1080
AT0558,2025-04-22,TQ03,Unidade 1,Housekeeping,5,1,4,126
AT0559,2025-04-22,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0560,2025-04-22,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0561,2025-04-23,TQ01,Unidade 1,Housekeeping,28,9,19,510
AT0562,2025-04-23,TQ02,Unidade 1,Housekeeping,18,6,12,450
AT0563,2025-04-23,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT0564,2025-04-23,TQ04,Unidade 1,Housekeeping,9,3,6,375
AT0565,2025-04-23,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0566,2025-04-24,TQ01,Unidade 1,Housekeeping,22,6,16,390
AT0567,2025-04-24,TQ02,Unidade 1,Housekeeping,35,14,21,910
AT0568,2025-04-24,TQ03,Unidade 1,Housekeeping,17,6,11,470
AT0569,2025-04-24,TQ04,Unidade 1,Housekeeping,10,7,3,490
AT0570,2025-04-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0571,2025-04-25,TQ01,Unidade 1,Housekeeping,12,3,9,210
AT0572,2025-04-25,TQ02,Unidade 1,Housekeeping,42,13,29,1035
AT0573,2025-04-25,TQ03,Unidade 1,Housekeeping,18,6,12,492
AT0574,2025-04-25,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0575,2025-04-25,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0576,2025-04-26,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT0577,2025-04-26,TQ02,Unidade 1,Housekeeping,41,13,28,1015
AT0578,2025-04-26,TQ03,Unidade 1,Housekeeping,19,7,12,530
AT0579,2025-04-26,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0580,2025-04-26,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0581,2025-04-27,TQ01,Unidade 1,Housekeeping,20,5,15,350
AT0582,2025-04-27,TQ02,Unidade 1,Housekeeping,32,9,23,775
AT0583,2025-04-27,TQ03,Unidade 1,Housekeeping,20,6,14,536
AT0584,2025-04-27,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0585,2025-04-27,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0586,2025-04-28,TQ01,Unidade 1,Housekeeping,25,5,20,425
AT0587,2025-04-28,TQ02,Unidade 1,Housekeeping,28,6,22,650
AT0588,2025-04-28,TQ03,Unidade 1,Housekeeping,5,1,4,126
AT0589,2025-04-28,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0590,2025-04-28,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0591,2025-04-29,TQ01,Unidade 1,Housekeeping,16,5,11,290
AT0592,2025-04-29,TQ02,Unidade 1,Housekeeping,32,10,22,790
AT0593,2025-04-29,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT0594,2025-04-29,TQ04,Unidade 1,Housekeeping,9,3,6,375
AT0595,2025-04-29,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0596,2025-04-30,TQ01,Unidade 1,Housekeeping,16,4,12,280
AT0597,2025-04-30,TQ02,Unidade 1,Housekeeping,25,6,19,590
AT0598,2025-04-30,TQ03,Unidade 1,Housekeeping,23,6,17,602
AT0599,2025-04-30,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT0600,2025-04-30,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0601,2025-05-01,TQ01,Unidade 1,Housekeeping,19,4,15,325
AT0602,2025-05-01,TQ02,Unidade 1,Housekeeping,40,9,31,935
AT0603,2025-05-01,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT0604,2025-05-01,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT0605,2025-05-01,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0606,2025-05-02,TQ01,Unidade 1,Housekeeping,19,7,12,355
AT0607,2025-05-02,TQ02,Unidade 1,Housekeeping,25,9,16,635
AT0608,2025-05-02,TQ03,Unidade 1,Housekeeping,19,7,12,530
AT0609,2025-05-02,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0610,2025-05-02,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0611,2025-05-03,TQ01,Unidade 1,Housekeeping,21,5,16,365
AT0612,2025-05-03,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT0613,2025-05-03,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT0614,2025-05-03,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT0615,2025-05-03,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0616,2025-05-04,TQ01,Unidade 1,Housekeeping,25,6,19,435
AT0617,2025-05-04,TQ02,Unidade 1,Housekeeping,29,11,18,745
AT0618,2025-05-04,TQ03,Unidade 1,Housekeeping,13,5,8,366
AT0619,2025-05-04,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0620,2025-05-04,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT0621,2025-05-05,TQ01,Unidade 1,Housekeeping,6,1,5,100
AT0622,2025-05-05,TQ02,Unidade 1,Housekeeping,47,11,36,1105
AT0623,2025-05-05,TQ03,Unidade 1,Housekeeping,9,2,7,230
AT0624,2025-05-05,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0625,2025-05-05,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0626,2025-05-06,TQ01,Unidade 1,Housekeeping,23,5,18,395
AT0627,2025-05-06,TQ02,Unidade 1,Housekeeping,36,11,25,885
AT0628,2025-05-06,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT0629,2025-05-06,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT0630,2025-05-06,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0631,2025-05-07,TQ01,Unidade 1,Housekeeping,22,7,15,400
AT0632,2025-05-07,TQ02,Unidade 1,Housekeeping,36,12,24,900
AT0633,2025-05-07,TQ03,Unidade 1,Housekeeping,8,3,5,224
AT0634,2025-05-07,TQ04,Unidade 1,Housekeeping,0,0,0,0
AT0635,2025-05-07,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0636,2025-05-08,TQ01,Unidade 1,Housekeeping,19,7,12,355
AT0637,2025-05-08,TQ02,Unidade 1,Housekeeping,28,10,18,710
AT0638,2025-05-08,TQ03,Unidade 1,Housekeeping,12,5,7,344
AT0639,2025-05-08,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0640,2025-05-08,TQ05,Unidade 1,Housekeeping,4,2,2,260
AT0641,2025-05-09,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT0642,2025-05-09,TQ02,Unidade 1,Housekeeping,32,11,21,805
AT0643,2025-05-09,TQ03,Unidade 1,Housekeeping,8,3,5,224
AT0644,2025-05-09,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT0645,2025-05-09,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0646,2025-05-10,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT0647,2025-05-10,TQ02,Unidade 1,Housekeeping,37,11,26,905
AT0648,2025-05-10,TQ03,Unidade 1,Housekeeping,22,7,15,596
AT0649,2025-05-10,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0650,2025-05-10,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0651,2025-05-11,TQ01,Unidade 1,Housekeeping,16,4,12,280
AT0652,2025-05-11,TQ02,Unidade 1,Housekeeping,49,12,37,1160
AT0653,2025-05-11,TQ03,Unidade 1,Housekeeping,3,1,2,82
AT0654,2025-05-11,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0655,2025-05-11,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0656,2025-05-12,TQ01,Unidade 1,Housekeeping,27,9,18,495
AT0657,2025-05-12,TQ02,Unidade 1,Housekeeping,31,10,21,770
AT0658,2025-05-12,TQ03,Unidade 1,Housekeeping,11,4,7,306
AT0659,2025-05-12,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0660,2025-05-12,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0661,2025-05-13,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT0662,2025-05-13,TQ02,Unidade 1,Housekeeping,41,12,29,1000
AT0663,2025-05-13,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT0664,2025-05-13,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0665,2025-05-13,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0666,2025-05-14,TQ01,Unidade 1,Housekeeping,10,2,8,170
AT0667,2025-05-14,TQ02,Unidade 1,Housekeeping,31,7,24,725
AT0668,2025-05-14,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT0669,2025-05-14,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT0670,2025-05-14,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0671,2025-05-15,TQ01,Unidade 1,Housekeeping,29,6,23,495
AT0672,2025-05-15,TQ02,Unidade 1,Housekeeping,19,5,14,455
AT0673,2025-05-15,TQ03,Unidade 1,Housekeeping,7,2,5,186
AT0674,2025-05-15,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0675,2025-05-15,TQ05,Unidade 1,Housekeeping,5,4,1,370
AT0676,2025-05-16,TQ01,Unidade 1,Housekeeping,18,6,12,330
AT0677,2025-05-16,TQ02,Unidade 1,Housekeeping,37,13,24,935
AT0678,2025-05-16,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT0679,2025-05-16,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0680,2025-05-16,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0681,2025-05-17,TQ01,Unidade 1,Housekeeping,24,5,19,410
AT0682,2025-05-17,TQ02,Unidade 1,Housekeeping,34,9,25,815
AT0683,2025-05-17,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT0684,2025-05-17,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0685,2025-05-17,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0686,2025-05-18,TQ01,Unidade 1,Housekeeping,16,3,13,270
AT0687,2025-05-18,TQ02,Unidade 1,Housekeeping,50,11,39,1165
AT0688,2025-05-18,TQ03,Unidade 1,Housekeeping,9,2,7,230
AT0689,2025-05-18,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT0690,2025-05-18,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0691,2025-05-19,TQ01,Unidade 1,Housekeeping,13,3,10,225
AT0692,2025-05-19,TQ02,Unidade 1,Housekeeping,33,7,26,765
AT0693,2025-05-19,TQ03,Unidade 1,Housekeeping,22,5,17,564
AT0694,2025-05-19,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT0695,2025-05-19,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT0696,2025-05-20,TQ01,Unidade 1,Housekeeping,14,4,10,250
AT0697,2025-05-20,TQ02,Unidade 1,Housekeeping,34,10,24,830
AT0698,2025-05-20,TQ03,Unidade 1,Housekeeping,14,4,10,372
AT0699,2025-05-20,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0700,2025-05-20,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0701,2025-05-21,TQ01,Unidade 1,Housekeeping,26,9,17,480
AT0702,2025-05-21,TQ02,Unidade 1,Housekeeping,34,12,22,860
AT0703,2025-05-21,TQ03,Unidade 1,Housekeeping,4,2,2,120
AT0704,2025-05-21,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0705,2025-05-21,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0706,2025-05-22,TQ01,Unidade 1,Housekeeping,23,4,19,385
AT0707,2025-05-22,TQ02,Unidade 1,Housekeeping,24,5,19,555
AT0708,2025-05-22,TQ03,Unidade 1,Housekeeping,19,4,15,482
AT0709,2025-05-22,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0710,2025-05-22,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0711,2025-05-23,TQ01,Unidade 1,Housekeeping,19,6,13,345
